,Year,CountyName,SchoolName,GradeLow,GradeHigh,CongressUS,SenateCA,AssemblyCA,LocaleDistrict,AfricanAmericanPct,AmericanIndianPct,AsianPct,FilipinoPct,HispanicPct,MulitpleRacePct,PacificIslanderPct,WhitePct,RaceNotReportedPct,EnglishLearnerPct,FosterPct,HomelessPct,MigrantPct,DisabilityPct,SocioEconDisadvantagePct,Unduplicated,UnduplicatedPct,CCPrepPct,AbsentPct,GradPct,UCCSUReqMetPct,DropOutPct,EnrollCumulative,SuspPct,SHAPE_Length,SHAPE_Area,target,smallenrollment,mediumenrollment,largeenrollment,xlenrollment,charterpct,noncharterpct,unified,elem,high,suburban,rural,town,city,assistance
10,2018-19,Alameda,New Haven Unified,KG,12,15,10,20,21,5.0,0.5,24.299999,19.9,37.0,5.0999999,1.9,6.1999998,0.0,20.9,0.1,1.3,1.3,10.0,46.900002,5934,52.700001,62.5,48.400002,88.900002,46.200001,4.0,11670.0,2.5999999,86363.0099297048,117386466.20701201,0,0,0,0,1,0.0,100.0,1,0,0,1,0,0,0,1
11,2018-19,Alameda,Oakland Unified,KG,12,13,09,"15,18",11,23.5,0.30000001,12.2,0.89999998,46.0,4.0,0.89999998,10.3,2.0,31.200001,0.40000001,1.8,0.0,13.0,74.199997,27799,76.199997,39.5,28.700001,76.5,57.299999,12.6,53118.0,4.4000001,143476.657364513,222541597.61121002,0,0,0,0,1,27.245926457113264,72.75407354288673,1,0,0,0,0,0,1,1
12,2018-19,Alameda,Piedmont City Unified,KG,12,13,09,15,21,1.4,0.0,12.6,0.69999999,8.6000004,18.0,0.0,58.700001,0.0,1.0,0.0,0.0,0.0,12.6,1.8,67,2.5999999,82.400002,4.5999999,99.599998,93.300003,0.0,2639.0,0.69999999,13277.3186869115,7069858.23328213,1,0,0,1,0,0.0,100.0,1,0,0,1,0,0,0,0
13,2018-19,Alameda,San Leandro Unified,KG,12,"13,15","09,10","18,20",13,12.8,0.30000001,16.4,7.1999998,48.099998,4.5,1.1,8.6000004,0.80000001,29.700001,0.2,1.2,0.0,12.8,64.099998,6089,68.199997,43.599998,15.3,89.0,39.299999,9.3999996,9336.0,5.1999998,65390.656668661395,56808088.411154196,0,0,0,0,1,0.0,100.0,1,0,0,0,0,0,1,1
14,2018-19,Alameda,San Lorenzo Unified,KG,12,"13,15","09,10","18,20",21,9.3999996,0.30000001,15.1,6.8000002,56.200001,2.8,1.6,7.1999998,0.5,27.1,0.2,1.4,0.69999999,10.4,65.199997,7072,69.300003,36.400002,12.9,89.199997,54.900002,7.0,11770.0,4.5,48963.8071520437,45267114.613451205,0,0,0,0,1,9.3727789623312,90.6272210376688,1,0,0,1,0,0,0,1
15,2018-19,Alameda,Dublin Unified,KG,12,15,"07,10","16,20",21,3.2,0.40000001,52.400002,5.0999999,10.8,7.900000099999999,0.40000001,19.700001,0.0,7.599999900000001,0.0,0.1,0.0,6.6999998,9.0,1782,14.7,69.099998,4.4000001,93.900002,62.599998,3.2,12595.0,1.5,51454.2483905412,69394232.5005433,1,0,0,0,1,0.0,100.0,1,0,0,1,0,0,0,0
16,2018-19,Alameda,Pleasanton Unified,KG,12,15,"07,10","16,20",13,1.4,0.1,43.799999,2.0,9.6999998,5.1999998,0.2,37.400002,0.2,11.4,0.1,0.1,0.0,8.0,9.1000004,2690,18.0,76.199997,3.4000001,96.400002,72.800003,1.5,15481.0,2.0,71244.103393342,167056891.21291,1,0,0,0,1,0.0,100.0,1,0,0,0,0,0,1,0
17,2018-19,Alameda,Sunol Glen Unified,KG,8,"15,17",07,"16,20",41,0.69999999,0.69999999,21.9,1.3,17.5,10.1,0.69999999,47.099998,0.0,6.0999999,0.0,0.0,0.0,3.4000001,8.1000004,41,13.8,,3.7,,,,300.0,2.0,94452.5179039066,353250469.569838,1,1,0,0,0,0.0,100.0,1,0,0,0,1,0,0,0
18,2018-19,Alpine,Alpine County Unified,KG,12,04,01,05,42,0.0,49.400002,0.0,0.0,5.0999999,1.3,0.0,36.700001,7.599999900000001,0.0,0.0,15.2,0.0,16.5,73.400002,58,73.400002,,20.700001,,,,85.0,14.1,275565.367547824,3156004609.4272103,0,1,0,0,0,0.0,100.0,1,0,0,0,1,0,0,1
19,2018-19,Amador,Amador County Unified,KG,12,04,08,05,32,0.60000002,2.5999999,0.69999999,0.5,21.1,6.4000001,0.1,67.199997,0.80000001,3.0,1.1,2.0,0.0,14.4,42.5,1697,43.0,29.700001,14.6,89.800003,26.200001,5.5,4243.0,5.6999998,359598.49533537205,2562527137.13531,0,0,0,1,0,0.0,100.0,1,0,0,0,0,1,0,0
20,2018-19,Butte,Bangor Union Elementary,KG,8,01,04,03,42,0.0,2.0,0.0,0.0,29.6,2.0,0.0,66.300003,0.0,7.099999900000001,5.0999999,0.0,0.0,16.299999,77.599998,73,74.5,,17.4,,,,127.0,5.5,73909.9060251862,173488719.606064,0,1,0,0,0,0.0,100.0,0,1,0,0,1,0,0,0
21,2018-19,Butte,Biggs Unified,KG,12,01,04,03,42,3.0,1.1,1.8,0.0,35.900002,0.60000002,0.5,57.099998,0.0,10.6,1.6,7.6999998,2.0999999,11.4,65.199997,412,66.0,24.1,22.9,94.800003,25.5,3.4000001,694.0,4.5999999,115671.24848092599,583698556.734535,0,0,1,0,0,0.0,100.0,1,0,0,0,1,0,0,1
22,2018-19,Butte,Chico Unified,KG,12,01,04,"01,03",13,2.4000001,1.3,4.8000002,0.60000002,24.5,5.1999998,0.5,59.0,1.8,5.1999998,0.69999999,2.0999999,0.1,13.3,47.5,6027,49.200001,59.400002,11.7,89.800003,42.400002,8.8000002,15407.0,4.1999998,228453.94746989,1457175526.6929998,0,0,0,0,1,14.737428611227191,85.26257138877281,1,0,0,0,0,0,1,1
23,2018-19,Butte,Durham Unified,KG,12,01,04,03,41,0.5,0.89999998,0.2,0.1,21.9,5.5,0.0,71.0,0.0,8.0,0.30000001,2.2,0.80000001,11.8,40.799999,423,40.799999,63.5,12.7,93.699997,52.5,0.0,1124.0,3.2,146130.527587491,793283667.5072191,0,0,1,0,0,0.0,100.0,1,0,0,0,1,0,0,0
24,2018-19,Butte,Feather Falls Union Elementary,KG,12,01,04,01,32,4.8000002,15.7,2.4000001,0.0,21.700001,14.5,0.0,41.0,0.0,0.0,1.2,0.0,0.0,14.5,79.5,8,80.0,,24.200001,80.0,0.0,6.6999998,101.0,1.0,118066.865212816,402024192.668903,0,1,0,0,0,87.95180722891565,12.048192771084338,0,1,0,0,0,1,0,0
25,2018-19,Butte,Golden Feather Union Elementary,KG,12,01,04,"01,03",41,0.0,0.0,0.0,0.0,4.9000001,8.199999799999999,0.0,86.900002,0.0,1.6,0.0,8.199999799999999,0.0,18.0,86.900002,53,86.900002,,48.5,,,,76.0,22.4,187919.77080231,911745914.0749699,0,1,0,0,0,0.0,100.0,0,1,0,0,1,0,0,1
26,2018-19,Butte,Manzanita Elementary,KG,8,01,04,03,41,0.60000002,0.60000002,5.6999998,0.0,38.5,5.0,0.0,49.5,0.0,17.700001,0.30000001,3.5,1.3,4.4000001,51.700001,173,54.599998,,4.9000001,,,,327.0,0.0,30839.206856440498,49578780.2273734,0,1,0,0,0,0.0,100.0,0,1,0,0,1,0,0,0
27,2018-19,Butte,Oroville City Elementary,KG,8,01,04,"01,03",32,3.0999999,3.5,8.8000002,0.40000001,17.1,14.4,0.2,52.400002,0.1,6.3000002,1.8,4.0,0.0,15.1,75.099998,1813,78.5,,21.4,,,,2876.0,10.7,126095.42151973699,377071118.503434,0,0,0,1,0,10.530391018195896,89.4696089818041,0,1,0,0,0,1,0,1
28,2018-19,Butte,Oroville Union High,09,12,01,04,"01,03",32,4.1999998,9.0,13.9,0.5,21.1,1.3,0.5,49.400002,0.1,2.5999999,0.89999998,5.3000002,0.40000001,14.1,76.300003,1660,75.599998,27.200001,26.0,84.599998,25.799999,9.0,2340.0,12.7,316185.04152353,2921308239.6396,0,0,0,1,0,0.0,100.0,0,0,1,0,0,1,0,1
29,2018-19,Butte,Palermo Union Elementary,KG,8,01,04,03,41,0.69999999,4.8000002,2.7,0.2,33.200001,9.3000002,0.2,46.0,2.9000001,11.0,1.4,4.9000001,0.40000001,10.6,76.099998,994,76.699997,,14.3,,,,1417.0,5.5999999,97241.34867229311,294992437.859422,0,0,1,0,0,0.0,100.0,0,1,0,0,1,0,0,1
30,2018-19,Butte,Paradise Unified,KG,12,01,04,"01,03",31,0.69999999,1.8,0.69999999,0.5,13.9,7.0,0.1,75.0,0.30000001,1.1,1.0,0.2,0.0,13.4,65.099998,2332,68.599998,39.299999,31.700001,81.699997,18.9,13.2,4370.0,4.099999899999999,219931.645049681,994114836.289276,0,0,0,1,0,18.078960038517092,81.9210399614829,1,0,0,0,0,0,0,0
31,2018-19,Butte,Thermalito Union Elementary,KG,8,01,04,"01,03",32,2.3,3.7,27.9,0.60000002,13.6,8.1000004,0.5,42.599998,0.80000001,16.5,1.1,1.3,0.0,9.8000002,88.0,1392,89.599998,,13.4,,,,1715.0,8.8999996,84413.4719942957,196535700.478445,0,0,1,0,0,0.0,100.0,0,1,0,0,0,1,0,1
32,2018-19,Butte,Pioneer Union Elementary,KG,8,01,04,01,42,1.4,1.4,0.0,0.0,14.1,14.1,0.0,66.199997,2.8,4.1999998,4.1999998,4.1999998,0.0,12.7,95.800003,68,95.800003,,59.5,,,,88.0,8.0,154782.136232411,565450156.448359,0,1,0,0,0,0.0,100.0,0,1,0,0,1,0,0,0
33,2018-19,Butte,Gridley Unified,KG,12,01,04,03,32,0.60000002,0.30000001,2.7,0.0,59.0,0.80000001,0.1,34.5,2.0,17.6,1.1,0.0,4.5,9.8000002,74.400002,1562,75.0,43.400002,11.6,89.800003,32.900002,8.0,2279.0,5.0999999,109854.096484714,425843767.26285297,0,0,0,1,0,0.0,100.0,1,0,0,0,0,1,0,0
34,2018-19,Calaveras,Bret Harte Union High,09,12,04,08,05,32,0.2,1.4,0.80000001,0.80000001,20.6,6.0,0.0,70.199997,0.2,2.5999999,0.5,0.5,0.0,15.3,38.799999,248,38.0,46.900002,12.9,93.800003,41.299999,3.4000001,685.0,9.8999996,364538.31866765703,1867983567.13253,1,0,1,0,0,0.0,100.0,0,0,1,0,0,1,0,1
35,2018-19,Calaveras,Calaveras Unified,KG,12,04,08,05,42,0.40000001,1.5,1.0,0.30000001,20.9,5.5,0.1,70.099998,0.0,3.2,1.7,4.5,0.0,17.1,56.200001,1600,56.900002,37.299999,17.200001,90.900002,35.5,2.7,3088.0,10.8,314671.833525147,2488228361.42633,0,0,0,1,0,0.0,100.0,1,0,0,0,1,0,0,1
36,2018-19,Calaveras,Mark Twain Union Elementary,KG,8,04,08,05,32,0.80000001,1.4,0.40000001,0.30000001,21.5,5.0999999,0.0,70.400002,0.1,6.599999900000001,1.1,0.1,0.0,15.2,59.599998,472,60.099998,,16.200001,,,,845.0,4.4000001,182962.32054343,976669556.2943369,0,0,1,0,0,0.0,100.0,0,1,0,0,0,1,0,1
37,2018-19,Calaveras,Vallecito Union,KG,8,04,08,05,43,0.2,1.2,0.69999999,0.30000001,17.1,6.0,0.0,71.199997,3.3,4.8000002,0.0,4.099999899999999,0.0,14.9,45.700001,263,45.0,,15.4,,,,625.0,4.0,234857.776093295,891314010.838188,0,0,1,0,0,0.0,100.0,0,1,0,0,1,0,0,1
38,2018-19,Colusa,Colusa Unified,KG,12,03,04,"03,04",32,0.5,2.7,0.89999998,0.0,72.800003,0.5,0.30000001,22.4,0.0,30.200001,0.5,0.60000002,2.5999999,10.4,70.300003,1085,72.800003,38.5,8.8000002,82.199997,42.0,7.5,1584.0,3.5,164912.02950791598,627619207.094215,0,0,1,0,0,0.0,100.0,1,0,0,0,0,1,0,0
39,2018-19,Colusa,Maxwell Unified,KG,12,03,04,"03,04",42,0.60000002,3.2,0.89999998,0.0,54.099998,0.30000001,0.60000002,37.599998,2.5999999,34.400002,0.60000002,8.5,1.5,11.8,70.900002,246,72.400002,6.5,10.1,93.5,6.900000099999999,6.5,366.0,4.4000001,251561.316968311,1689054383.46295,0,1,0,0,0,0.0,100.0,1,0,0,0,1,0,0,0
40,2018-19,Colusa,Pierce Joint Unified,KG,12,03,"03,04",04,32,1.0,0.1,1.2,0.0,76.099998,1.2,0.1,20.0,0.30000001,33.400002,1.2,4.6999998,3.7,10.9,73.599998,1093,73.900002,58.900002,5.4000001,92.599998,25.0,5.5999999,1535.0,4.5,216046.949797149,1487881868.9158,0,0,1,0,0,0.0,100.0,1,0,0,0,0,1,0,0
41,2018-19,Colusa,Williams Unified,KG,12,03,04,"03,04",32,0.2,0.30000001,1.0,0.0,94.900002,0.30000001,0.1,2.8,0.40000001,47.799999,0.2,5.5999999,10.1,10.8,92.800003,1247,93.400002,42.5,12.3,98.900002,34.099998,0.0,1407.0,6.5,204284.25525991898,1105986467.7455199,0,0,1,0,0,0.0,100.0,1,0,0,0,0,1,0,1
42,2018-19,Contra Costa,Acalanes Union High,09,12,11,"07,09","14,15,16",21,1.7,0.1,13.3,2.2,10.0,7.0,0.30000001,64.699997,0.69999999,1.8,0.1,0.1,0.0,10.7,6.900000099999999,440,7.6999998,80.5,8.8000002,96.300003,81.699997,2.0,5755.0,1.5,113855.27497688301,341803863.249897,1,0,0,1,0,0.0,100.0,0,0,1,1,0,0,0,0
43,2018-19,Contra Costa,Antioch Unified,KG,12,"09,11",07,"11,14",21,24.4,0.60000002,4.5,4.5999999,46.0,5.1999998,1.4,13.2,0.1,19.9,1.1,2.5,0.0,13.9,70.900002,12007,73.599998,23.9,20.4,80.599998,26.299999,10.2,18548.0,8.6999998,69654.4421072003,171810624.367642,0,0,0,0,1,4.777978234301345,95.22202176569866,1,0,0,1,0,0,0,1
44,2018-19,Contra Costa,Brentwood Union Elementary,KG,8,"09,11",07,"11,14",21,7.0,0.2,6.3000002,5.4000001,31.799999,7.099999900000001,0.80000001,38.5,2.9000001,10.3,0.30000001,0.60000002,0.0,13.2,28.9,2934,32.0,,,,,,9615.0,3.2,97170.0896474495,235691166.83757597,0,0,0,0,1,0.0,100.0,0,1,0,1,0,0,0,0
45,2018-19,Contra Costa,Byron Union Elementary,KG,12,"09,11",07,"11,14",41,4.5999999,1.7,4.0,0.60000002,25.5,5.5,1.1,56.599998,0.40000001,5.8000002,0.1,1.0,0.0,15.2,33.700001,457,31.0,,7.099999900000001,86.599998,9.5,12.4,2471.0,2.8,98356.9924220792,328973301.36021,0,0,0,1,0,35.221783047870005,64.77821695213,0,1,0,0,1,0,0,1
46,2018-19,Contra Costa,Canyon Elementary,KG,8,11,07,16,41,1.5,0.0,2.9000001,0.0,8.8000002,16.200001,0.0,70.599998,0.0,0.0,0.0,0.0,0.0,0.0,8.8000002,6,8.8000002,,1.4,,,,70.0,0.0,23413.2463488906,14876099.1215556,1,1,0,0,0,0.0,100.0,0,1,0,0,1,0,0,0
47,2018-19,Contra Costa,John Swett Unified,KG,12,05,"03,09","14,15",21,16.1,0.40000001,12.0,9.8999996,35.099998,10.4,0.30000001,15.2,0.60000002,17.200001,0.30000001,2.8,0.0,15.6,60.900002,925,64.300003,42.700001,19.0,92.599998,42.5,5.6999998,1536.0,2.8,50724.08203172,87975271.70084241,0,0,1,0,0,0.0,100.0,1,0,0,1,0,0,0,0
48,2018-19,Contra Costa,Knightsen Elementary,KG,8,09,07,11,41,0.80000001,0.2,0.89999998,1.4,40.200001,6.0,0.60000002,47.599998,2.2,18.4,0.2,0.60000002,0.0,15.8,31.200001,223,35.299999,,4.9000001,,,,674.0,2.7,75803.24942986769,127724307.162235,0,0,1,0,0,0.0,100.0,0,1,0,0,1,0,0,0
49,2018-19,Contra Costa,Lafayette Elementary,KG,8,11,07,"14,16",21,0.69999999,0.1,9.3000002,1.0,9.1000004,10.3,0.0,65.099998,4.4000001,2.8,0.0,0.1,0.0,10.0,3.2,195,5.5,,3.8,,,,3640.0,0.80000001,65840.29451015139,81803363.6688787,1,0,0,1,0,0.0,100.0,0,1,0,1,0,0,0,0
50,2018-19,Contra Costa,Liberty Union High,09,12,"09,11",07,"11,14",21,9.1000004,0.5,4.5,5.8000002,34.599998,4.0,0.69999999,40.299999,0.5,5.5,0.5,1.5,0.1,13.2,30.299999,2531,30.4,48.900002,15.9,91.900002,50.200001,2.0999999,8615.0,4.1999998,185984.56125094398,912232391.9941039,1,0,0,0,1,0.0,100.0,0,0,1,1,0,0,0,0
51,2018-19,Contra Costa,Martinez Unified,KG,12,"05,11","03,07,09",14,21,2.5999999,0.2,3.9000001,2.8,31.299999,10.3,0.40000001,47.0,1.6,8.8000002,0.2,1.0,0.0,13.1,27.5,1219,29.299999,49.099998,9.8999996,89.599998,36.599998,6.6999998,4300.0,5.5999999,82802.9703588666,175199732.809574,0,0,0,1,0,0.0,100.0,1,0,0,1,0,0,0,1
52,2018-19,Contra Costa,Moraga Elementary,KG,8,11,07,16,21,1.0,0.2,13.9,1.6,7.5,15.7,0.2,59.599998,0.30000001,2.5999999,0.0,0.0,0.0,11.1,3.2,102,5.5,,2.2,,,,1896.0,0.1,45044.393823387305,74820305.59477791,1,0,1,0,0,0.0,100.0,0,1,0,1,0,0,0,0
53,2018-19,Contra Costa,Mt. Diablo Unified,KG,12,"05,11","03,07","14,16",21,3.2,0.1,7.1999998,4.4000001,42.5,6.8000002,0.60000002,28.4,6.8000002,20.200001,0.40000001,0.80000001,0.0,12.0,47.400002,15509,50.5,38.299999,12.4,85.5,40.299999,7.099999900000001,32459.0,4.4000001,139565.297978288,545011495.773801,0,0,0,0,1,0.9221939186792636,99.07780608132074,1,0,0,1,0,0,0,1
54,2018-19,Contra Costa,Oakley Union Elementary,KG,8,09,07,11,21,9.1999998,0.5,3.0,4.099999899999999,46.0,4.5999999,0.69999999,31.700001,0.30000001,14.4,0.40000001,0.30000001,0.0,13.7,46.5,2551,48.400002,,10.1,,,,5534.0,3.7,82285.14515871559,219843616.634083,0,0,0,1,0,0.0,100.0,0,1,0,1,0,0,0,0
55,2018-19,Contra Costa,Orinda Union Elementary,KG,8,11,"07,09","14,15,16",21,1.2,0.40000001,18.700001,1.6,5.5,7.599999900000001,0.1,64.199997,0.89999998,1.5,0.1,0.0,0.0,9.3999996,2.4000001,87,3.4000001,,3.0999999,,,,2611.0,0.69999999,66623.2247792893,111625777.798474,1,0,0,1,0,0.0,100.0,0,1,0,1,0,0,0,0
56,2018-19,Contra Costa,Pittsburg Unified,KG,12,11,07,"11,14",21,16.4,0.30000001,3.0,4.8000002,64.199997,4.1999998,1.6,5.4000001,0.2,25.5,0.5,2.2,0.0,10.3,75.5,8606,75.900002,52.900002,14.9,88.199997,36.0,6.0,12273.0,8.8000002,62383.2410977616,124386813.82636599,0,0,0,0,1,0.0,100.0,1,0,0,1,0,0,0,1
57,2018-19,Contra Costa,West Contra Costa Unified,KG,12,"05,11",09,"14,15",21,15.0,0.2,10.1,4.6999998,55.299999,3.5999999,0.60000002,10.1,0.30000001,31.6,0.40000001,2.7,0.0,12.1,71.900002,20510,72.900002,37.400002,16.799999,83.599998,50.700001,7.8000002,33534.0,5.5999999,127651.366879581,264159482.646635,0,0,0,0,1,11.457808564231737,88.54219143576826,1,0,0,1,0,0,0,1
58,2018-19,Contra Costa,San Ramon Valley Unified,KG,12,"11,15",07,"14,16",13,1.6,0.2,38.099998,3.5999999,8.6999998,8.1000004,0.2,39.400002,0.0,5.4000001,0.1,0.1,0.0,8.8000002,6.1999998,3301,10.3,77.099998,5.0,97.400002,73.599998,0.60000002,32848.0,1.5,96668.1152189562,440697843.518097,1,0,0,0,1,0.0,100.0,1,0,0,0,0,0,1,1
59,2018-19,Contra Costa,Walnut Creek Elementary,KG,8,11,07,"14,16",13,2.3,0.2,15.3,2.0999999,14.5,8.8999996,0.1,55.599998,1.0,11.8,0.1,0.1,0.0,10.0,12.2,702,19.799999,,4.1999998,,,,3690.0,1.2,47406.08433230151,58678317.06621121,1,0,0,1,0,0.0,100.0,0,1,0,0,0,0,1,0
60,2018-19,Del Norte,Del Norte County Unified,KG,12,02,02,02,33,1.0,14.2,4.8000002,0.60000002,22.200001,6.5,0.1,50.599998,0.0,7.599999900000001,1.2,2.2,0.0,14.4,68.400002,2514,68.599998,28.6,18.9,90.699997,25.0,5.3000002,4139.0,5.8000002,381651.612748615,4724447733.597879,0,0,0,1,0,5.945668887749872,94.05433111225014,1,0,0,0,0,1,0,1
61,2018-19,El Dorado,Buckeye Union Elementary,KG,12,04,01,"05,06",21,0.89999998,0.40000001,6.8000002,1.6,15.0,6.6999998,0.30000001,67.400002,0.80000001,3.0999999,0.2,0.60000002,0.0,11.2,17.9,717,17.700001,,4.6999998,96.400002,18.5,0.0,6408.0,1.3,107675.84075881401,241659694.93749198,1,0,0,1,0,34.35473411154345,65.64526588845655,0,1,0,1,0,0,0,1
62,2018-19,El Dorado,Camino Union Elementary,KG,8,04,01,05,41,0.80000001,2.0999999,0.0,0.2,31.0,6.3000002,0.2,59.299999,0.0,19.4,0.60000002,4.5999999,0.0,12.2,51.299999,230,56.400002,,7.6999998,,,,496.0,2.4000001,146303.793089297,446623613.32533896,1,0,1,0,0,13.924050632911392,86.07594936708861,0,1,0,0,1,0,0,1
63,2018-19,El Dorado,El Dorado Union High,09,12,04,01,"05,06",21,0.89999998,0.80000001,4.9000001,1.3,16.6,5.6999998,0.30000001,69.199997,0.30000001,1.2,0.40000001,0.69999999,0.0,12.2,20.799999,1363,20.6,59.799999,12.9,95.599998,57.700001,1.6,6977.0,7.099999900000001,372495.79282636795,4785675181.58128,1,0,0,0,1,1.632289657219172,98.36771034278082,0,0,1,1,0,0,0,0
64,2018-19,El Dorado,Gold Oak Union Elementary,KG,8,04,01,05,41,1.0,1.5,1.0,0.2,11.6,2.9000001,0.0,81.5,0.2,1.5,0.60000002,0.80000001,0.0,16.0,42.099998,199,41.299999,,18.0,,,,501.0,3.5999999,105528.59915961401,221388458.70147598,0,0,1,0,0,0.0,100.0,0,1,0,0,1,0,0,0
65,2018-19,El Dorado,Gold Trail Union Elementary,KG,8,04,01,05,41,0.5,1.8,0.5,0.2,11.8,1.8,0.89999998,82.0,0.60000002,2.4000001,0.2,2.0999999,0.0,14.2,27.200001,178,26.9,,11.4,,,,706.0,1.0,81542.54125666269,200297998.436748,0,0,1,0,0,0.0,100.0,0,1,0,0,1,0,0,0
66,2018-19,El Dorado,Indian Diggings Elementary,KG,8,04,01,05,42,0.0,0.0,0.0,0.0,11.1,22.200001,0.0,66.699997,0.0,0.0,0.0,0.0,0.0,22.200001,33.299999,6,33.299999,,0.0,,,,22.0,4.5,120823.701535559,265399266.318172,0,1,0,0,0,0.0,100.0,0,1,0,0,1,0,0,0
67,2018-19,El Dorado,Lake Tahoe Unified,KG,12,04,01,05,32,0.69999999,0.40000001,1.2,3.5,43.200001,2.5,0.1,47.599998,0.69999999,23.4,0.60000002,4.8000002,0.0,12.2,57.799999,2306,60.0,35.099998,16.5,86.5,28.799999,4.6999998,4041.0,3.9000001,168695.40144687198,896845179.361142,0,0,0,1,0,0.0,100.0,1,0,0,0,0,1,0,1
